Plant Code,Generator ID,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW),time
58388,SS11,N, ,N, ,2022
58388,SS12,N, ,N, ,2022
58388,SS13,N, ,N, ,2022
58388,SS14,N, ,N, ,2022
58388,SS15,N, ,N, ,2022
58388,SS16,N, ,N, ,2022
58389,AVS2,N, ,N, ,2022
58389,SS21,N, ,N, ,2022
58389,SS22,N, ,N, ,2022
58389,SS23,N, ,N, ,2022
58389,SS24,N, ,N, ,2022
58389,SS25,N, ,N, ,2022
58391,1,N, ,Y,5,2022
58398,1,N, ,N, ,2022
58401,1,N, ,N, ,2022
58402,1,N, ,N, ,2022
58403,SO032,Y,3.8,N, ,2022
58408,MSH1,N, ,N, ,2022
58410,SO032,Y,4,N, ,2022
58411,SO023,Y,2.3,N, ,2022
58412,SO026,Y,1.2,N, ,2022
58417,CP1,N, ,N, ,2022
58418,1,N, ,N, ,2022
58419,1,N, ,N, ,2022
58422,B2PV,Y,0.5,N, ,2022
58422,E6PV,Y,0.2,N, ,2022
58423,SO022,Y,2.4,N, ,2022
58430,CSE1,N, ,N, ,2022
58430,CSE2,N, ,N, ,2022
58430,CSE3,N, ,N, ,2022
58430,CSE4,N, ,N, ,2022
58430,CSE5,N, ,N, ,2022
58430,CSE6,N, ,N, ,2022
58431,SNVA,N, ,N, ,2022
58443,GEN1,Y,1.1,N, ,2022
58445,1,N, ,N, ,2022
58445,2,N, ,N, ,2022
58446,1,N, ,N, ,2022
58447,1,N, ,N, ,2022
58447,2,N, ,N, ,2022
58447,3,N, ,N, ,2022
58448,1,N, ,N, ,2022
58449,1,N, ,N, ,2022
58449,2,N, ,N, ,2022
58449,3,N, ,N, ,2022
58450,1,N, ,N, ,2022
58451,1,N, ,N, ,2022
58452,1,N, ,N, ,2022
58453,1,N, ,N, ,2022
58454,1,N, ,N, ,2022
58454,2,N, ,N, ,2022
58462,1,N, ,N, ,2022
58462,BLK2,N, ,N, ,2022
58462,BLK3,N, ,N, ,2022
58462,BLK4,N, ,N, ,2022
58462,BLK5,N, ,N, ,2022
58462,BLK6,N, ,N, ,2022
58462,BLK7,N, ,N, ,2022
58462,BLK8,N, ,N, ,2022
58463,1,N, ,N, ,2022
58467,CVS1,N, ,N, ,2022
58473,BHSF,N, ,N, ,2022
58477,1,N, ,N, ,2022
58479,NMP2,Y,2.5,N, ,2022
58480,1,N, ,N, ,2022
58481,CSU1,N, ,N, ,2022
58482,1,N, ,N, ,2022
58483,UNIT1,N, ,N, ,2022
58485,PV1,N, ,N, ,2022
58486,1,N, ,N, ,2022
58487,1,N, ,N, ,2022
58488,1,N, ,N, ,2022
58489,1,N, ,N, ,2022
58490,1,N, ,N, ,2022
58491,SANDY,N, ,N, ,2022
58492,ARARR,N, ,N, ,2022
58493,PRO1,N, ,N, ,2022
58494,PROG2,N, ,N, ,2022
58495,PROG3,N, ,N, ,2022
58496,PV2,N, ,N, ,2022
58498,RONE,Y,26.2,N, ,2022
58499,RTWO,Y,20.9,N, ,2022
58500,RIO,Y,5,N, ,2022
58501,GILL1,N, ,N, ,2022
58502,COL3,Y,11.1,N, ,2022
58504,LVSF,N, ,N, ,2022
58505,LVSC,N, ,N, ,2022
58506,0937,N, ,N, ,2022
58508,PV3,N, ,N, ,2022
58509,PV4,N, ,N, ,2022
58510,PV5,N, ,N, ,2022
58512,PV1,N, ,N, ,2022
58513,0937,N, ,N, ,2022
58514,DHCA,N, ,N, ,2022
58515,GEN1,N, ,N, ,2022
58515,GEN2,N, ,N, ,2022
58515,GEN3,N, ,N, ,2022
58516,PV1,Y,2,N, ,2022
58517,PV1,Y,1.8,N, ,2022
58519,1,N, ,N, ,2022
58520,OTE1,N, ,N, ,2022
58521,MAN1,N, ,N, ,2022
58522,1,Y,1.1,N, ,2022
58524,1,N, ,N, ,2022
58525,1,Y,1.2,N, ,2022
58527,1,Y,1,N, ,2022
58528,WDT44,N, ,N, ,2022
58529,P11A,N, ,N, ,2022
58531,P22A,N, ,N, ,2022
58534,1,N, ,Y,4.5,2022
58535,1,N, ,N, ,2022
58536,1,N, ,N, ,2022
58537,1,N, ,N, ,2022
58538,3,N, ,N, ,2022
58539,1,Y,7.6,N, ,2022
58540,PV-1,Y,1,N, ,2022
58541,1,N, ,N, ,2022
58542,DSL12,N, ,N, ,2022
58542,DSL13,N, ,N, ,2022
58542,DSL14,N, ,N, ,2022
58542,DSL15,N, ,N, ,2022
58542,DSL16,N, ,N, ,2022
58542,DSL17,N, ,N, ,2022
58542,DSL18,N, ,N, ,2022
58542,DSL19,N, ,N, ,2022
58542,DSL20,N, ,N, ,2022
58543,1,N, ,N, ,2022
58544,1,N, ,N, ,2022
58545,1,N, ,N, ,2022
58547,1,N, ,Y,1.1,2022
58549,1,N, ,N, ,2022
58550,PV1,Y,2.3,N, ,2022
58552,1,N, ,N, ,2022
58553,1,N, ,N, ,2022
58554,1,N, ,N, ,2022
58556,1,N, ,N, ,2022
58561,MSMA,N, ,N, ,2022
58564,F3NJ,N, ,N, ,2022
58568,PV-3,N, ,N, ,2022
58569,1,N, ,N, ,2022
58572,1,N, ,N, ,2022
58572,2,N, ,N, ,2022
58576,NMP1,Y,2.8,N, ,2022
58578,SON1,N, ,N, ,2022
58581,1,Y,1.3,N, ,2022
58582,1,Y,2,N, ,2022
58583,FSS1,N, ,N, ,2022
58584,PV1,Y,4.5,N, ,2022
58584,PV2,N, ,N, ,2022
58584,PV3,N, ,N, ,2022
58584,PV4,N, ,N, ,2022
58585,SOLR,Y,1,N, ,2022
58586,1,N, ,Y,2.4,2022
58588,SCHS,Y,1.2,N, ,2022
58589,RRHS,Y,1.2,N, ,2022
58590,1,N, ,N, ,2022
58592,ALHM,N, ,N, ,2022
58592,ARK,N, ,N, ,2022
58592,SONR,N, ,N, ,2022
58598,BSP1,N, ,N, ,2022
58599,CVSP1,N, ,N, ,2022
58600,BSP1,N, ,N, ,2022
58601,MFSP1,N, ,N, ,2022
58602,LSP1,N, ,N, ,2022
58603,GVSP1,N, ,N, ,2022
58604,GPSP1,N, ,N, ,2022
58605,PV1,N, ,N, ,2022
58609,ISP1,N, ,N, ,2022
58610,NSP1,N, ,N, ,2022
58611,1,N, ,N, ,2022
58612,1,N, ,N, ,2022
58615,IMS,N, ,N, ,2022
58616,WSF1,N, ,N, ,2022
58618,1,N, ,N, ,2022
58621,ECPV,N, ,N, ,2022
58623,PV1,N, ,N, ,2022
58624,BER1,N, ,N, ,2022
58625,SRPV2,Y,1.1,N, ,2022
58625,SRPV3,Y,0.6,N, ,2022
58626,WABSA,N, ,N, ,2022
58627,WADR,N, ,N, ,2022
58628,SRSSF,N, ,N, ,2022
58631,1,Y,2.4,N, ,2022
58632,1,Y,3.3,N, ,2022
58633,1,Y,1.1,N, ,2022
58634,1,Y,1.1,N, ,2022
58636,1,Y,1.1,N, ,2022
58639,ANAPV,N, ,N, ,2022
58640,KOLPV,N, ,N, ,2022
58642,1,N, ,N, ,2022
58642,2,N, ,N, ,2022
58643,1,N, ,N, ,2022
58644,BLK1,N, ,N, ,2022
58644,BLK2,N, ,N, ,2022
58644,BLK3,N, ,N, ,2022
58644,BLK4,N, ,N, ,2022
58644,BLK5,N, ,N, ,2022
58644,BLK6,N, ,N, ,2022
58644,BLK7,N, ,N, ,2022
58644,BLK8,N, ,N, ,2022
58646,STL,N, ,N, ,2022
58646,STL2,N, ,N, ,2022
58646,STL3,N, ,N, ,2022
58646,STL4,N, ,N, ,2022
58646,STL5,N, ,N, ,2022
58646,STL6,N, ,N, ,2022
58646,STL7,N, ,N, ,2022
58647,1,N, ,Y,1.3,2022
58649,1,N, ,N, ,2022
58650,PV1,N, ,N, ,2022
58651,KREP,N, ,N, ,2022
58653,1,N, ,N, ,2022
58654,1,N, ,N, ,2022
58655,INV-1,N, ,N, ,2022
58655,INV-2,N, ,N, ,2022
58655,INV-3,N, ,N, ,2022
58655,INV-4,N, ,N, ,2022
58655,INV-5,N, ,N, ,2022
58655,INV-6,N, ,N, ,2022
58655,INV-7,N, ,N, ,2022
58655,INV-8,N, ,N, ,2022
58655,INV-9,N, ,N, ,2022
58655,INV10,N, ,N, ,2022
58656,INV-1,N, ,N, ,2022
58656,INV-2,N, ,N, ,2022
58656,INV-3,N, ,N, ,2022
58659,PK-1,N, ,N, ,2022
58660,1,N, ,N, ,2022
58662,3501,N, ,N, ,2022
58665,CSP1,N, ,N, ,2022
58667,BISCO,N, ,N, ,2022
58668,ROCKW,N, ,N, ,2022
58669,SELMA,N, ,N, ,2022
58670,TURKY,N, ,N, ,2022
58673,GATES,N, ,N, ,2022
58674,CIRRU,N, ,N, ,2022
58675,CHOCO,N, ,N, ,2022
58676,PCPPV,N, ,N, ,2022
58680,PV1,Y,3.5,N, ,2022
58682,PV1,Y,7.4,N, ,2022
58684,KSEPV,N, ,N, ,2022
58689,1,N, ,N, ,2022
58698,D960,Y,1.1,N, ,2022
58698,D9611,N, ,N, ,2022
58698,D9612,N, ,N, ,2022
58700,CS300,N, ,N, ,2022
58701,PV2,N, ,N, ,2022
58702,1,N, ,N, ,2022
58703,1,N, ,N, ,2022
58708,PAEEL,N, ,N, ,2022
58709,PARCC,N, ,N, ,2022
58710,BRLA,N, ,N, ,2022
58711,BLKW,N, ,N, ,2022
58711,LTHL,N, ,N, ,2022
58713,NSTR,N, ,N, ,2022
58716,1,N, ,N, ,2022
58717,1,N, ,N, ,2022
58718,PV1,N, ,N, ,2022
58721,ORION,N, ,N, ,2022
58722,PV1,N, ,N, ,2022
58725,PV1,N, ,N, ,2022
58726,PV1,N, ,N, ,2022
58730,PV1,N, ,N, ,2022
58731,PV1,N, ,N, ,2022
58732,PV1,N, ,N, ,2022
58735,PV1,N, ,N, ,2022
58739,PV1,N, ,N, ,2022
58740,PV1,N, ,N, ,2022
58741,NICK,N, ,N, ,2022
58742,PV1,N, ,N, ,2022
58745,PV1,N, ,N, ,2022
58746,PV1,N, ,N, ,2022
58748,NBWT,Y,1.1,N, ,2022
58749,TSMA,N, ,Y,1.4,2022
58750,LDFRB,N, ,N, ,2022
58751,RSC2,N, ,N, ,2022
58752,RSD2,N, ,N, ,2022
58753,SSA2,N, ,N, ,2022
58754,SSB2,N, ,N, ,2022
58755,SSC2,N, ,N, ,2022
58756,SSD2,N, ,N, ,2022
58757,UE2,N, ,N, ,2022
58757,UF2,N, ,N, ,2022
58757,UG2,N, ,N, ,2022
58757,UH2,N, ,N, ,2022
58761,EXSA,N, ,N, ,2022
58762,EXSB,N, ,N, ,2022
58763,EXSC2,N, ,N, ,2022
58770,1,N, ,N, ,2022
58782,PV1,N, ,N, ,2022
58785,BRT1,N, ,N, ,2022
58786,DRP1,N, ,N, ,2022
58787,DNN1,N, ,N, ,2022
58788,NRT1,N, ,N, ,2022
58789,RVH1,N, ,N, ,2022
58790,CLN1,N, ,N, ,2022
58790,CLN2,N, ,N, ,2022
58791,PV1,N, ,N, ,2022
58792,PV1,N, ,N, ,2022
58793,UCIV,Y,12.3,N, ,2022
58794,MSMPV,N, ,N, ,2022
58795,HS,N, ,N, ,2022
58796,WS,N, ,N, ,2022
58797,VS,N, ,N, ,2022
58798,ACCCC,Y,1.5,N, ,2022
58799,1,N, ,N, ,2022
58801,INV1,N, ,N, ,2022
58801,INV2,N, ,N, ,2022
58801,INV3,N, ,N, ,2022
58801,INV4,N, ,N, ,2022
58802,INV1,N, ,N, ,2022
58802,INV2,N, ,N, ,2022
58802,INV3,N, ,N, ,2022
58802,INV4,N, ,N, ,2022
58803,INV1,N, ,N, ,2022
58805,INV1,N, ,N, ,2022
58805,INV10,N, ,N, ,2022
58805,INV2,N, ,N, ,2022
58805,INV3,N, ,N, ,2022
58805,INV4,N, ,N, ,2022
58805,INV5,N, ,N, ,2022
58805,INV6,N, ,N, ,2022
58805,INV7,N, ,N, ,2022
58805,INV8,N, ,N, ,2022
58805,INV9,N, ,N, ,2022
58806,ASC1,N, ,N, ,2022
58807,BSC1,N, ,N, ,2022
58808,FSC1,N, ,N, ,2022
58809,LSC1,N, ,N, ,2022
58810,RHSC1,N, ,N, ,2022
58812,USC1,N, ,N, ,2022
58814,GENA,N, ,N, ,2022
58814,GENB,N, ,N, ,2022
58822,U1BB,N, ,N, ,2022
58822,U2DB,N, ,N, ,2022
58824,I402,N, ,N, ,2022
58828,PV1,N, ,N, ,2022
58829,PV1,N, ,N, ,2022
58831,PV-1,N, ,N, ,2022
58832,CTEP,Y,1,N, ,2022
58833,RH2S,N, ,N, ,2022
58839,INV1,N, ,Y,0.5,2022
58839,INV2,N, ,Y,0.4,2022
58839,INV3,N, ,Y,0.5,2022
58840,INV1,N, ,N, ,2022
58840,INV2,N, ,N, ,2022
58840,INV3,N, ,N, ,2022
58840,INV4,N, ,N, ,2022
58840,INV5,N, ,N, ,2022
58840,INV6,N, ,N, ,2022
58840,INV7,N, ,N, ,2022
58840,INV8,N, ,N, ,2022
58840,INV9,N, ,N, ,2022
58842,1,N, ,N, ,2022
58843,1,N, ,N, ,2022
58844,1,N, ,N, ,2022
58845,1,N, ,N, ,2022
58846,1,N, ,N, ,2022
58847,1,N, ,N, ,2022
58848,1,N, ,N, ,2022
58849,1,N, ,N, ,2022
58851,1,N, ,N, ,2022
58853,1,N, ,N, ,2022
58854,1,N, ,N, ,2022
58855,1,N, ,N, ,2022
58856,1,N, ,N, ,2022
58859,1,N, ,N, ,2022
58861,1,N, ,N, ,2022
58862,1,N, ,N, ,2022
58863,1,N, ,N, ,2022
58864,1,N, ,N, ,2022
58866,1,N, ,N, ,2022
58867,1,N, ,N, ,2022
58868,1,N, ,N, ,2022
58871,1,N, ,N, ,2022
58874,DF1,N, ,N, ,2022
58876,PV,N, ,N, ,2022
58877,KINS,N, ,N, ,2022
58879,DF,N, ,N, ,2022
58880,NCIII,N, ,N, ,2022
58881,PV01,Y,3.4,N, ,2022
58882,PV01,Y,8.3,N, ,2022
58889,ASTI,N, ,N, ,2022
58890,BERI,N, ,N, ,2022
58892,CMLA,N, ,N, ,2022
58893,CAMP,N, ,N, ,2022
58896,PV01,Y,1,N, ,2022
58899,GEN-1,N, ,N, ,2022
58906,VC1,N, ,N, ,2022
58907,VC2,N, ,N, ,2022
58909,RAM1,N, ,N, ,2022
58911,RAM2,N, ,N, ,2022
58912,1,N, ,N, ,2022
58913,1,N, ,N, ,2022
58915,1,N, ,N, ,2022
58915,10,N, ,N, ,2022
58915,2,N, ,N, ,2022
58915,3,N, ,N, ,2022
58915,4,N, ,N, ,2022
58915,5,N, ,N, ,2022
58915,6,N, ,N, ,2022
58915,7,N, ,N, ,2022
58915,8,N, ,N, ,2022
58915,9,N, ,N, ,2022
58917,MMIR,N, ,N, ,2022
58918,2081,N, ,N, ,2022
58919,2127,N, ,N, ,2022
58920,2097,N, ,N, ,2022
58934,ASH-R,N, ,N, ,2022
58934,ASH10,N, ,N, ,2022
58935,PV,N, ,N, ,2022
58936,WLPL1,Y,2.4,N, ,2022
58937,GRDN1,Y,2.5,N, ,2022
58942,RVSI,N, ,N, ,2022
58943,1,N, ,N, ,2022
58949,TBD,N, ,N, ,2022
58951,DRLS,N, ,N, ,2022
58952,DESS,N, ,N, ,2022
58953,RVSII,N, ,N, ,2022
58954,PV,Y,1.2,N, ,2022
58955,BEAR,N, ,N, ,2022
58956,SHAN,N, ,N, ,2022
58957,GRAH,N, ,N, ,2022
58959,BSF1,N, ,N, ,2022
58961,PV,Y,2,N, ,2022
58963,PV,Y,1.1,N, ,2022
58964,PV1,N, ,N, ,2022
58972,FHUA2,N, ,N, ,2022
58972,FHUAC,N, ,N, ,2022
58973,W2CA,N, ,N, ,2022
58974,PV1,N, ,Y,2.3,2022
58975,PV1,N, ,N, ,2022
58983,1,N, ,N, ,2022
58984,1,N, ,N, ,2022
58985,1,N, ,N, ,2022
58986,1,N, ,N, ,2022
58990,1,N, ,N, ,2022
58991,1,N, ,N, ,2022
59001,PARK,N, ,N, ,2022
59008,PV1,N, ,N, ,2022
59009,PV1,N, ,N, ,2022
59010,MSS1,N, ,N, ,2022
59013,SCT,N, ,N, ,2022
59014,BLT,N, ,N, ,2022
59015,STW,N, ,N, ,2022
59017,GEN 1,N, ,N, ,2022
59018,1,N, ,N, ,2022
59019,1,N, ,N, ,2022
59020,PV1,N, ,N, ,2022
59026,SOLAR,N, ,N, ,2022
59028,0028,N, ,Y,1.8,2022
59029,0040,N, ,Y,2.6,2022
59030,0036,N, ,N, ,2022
59031,0027,N, ,Y,1.8,2022
59032,0031,N, ,N, ,2022
59033,0024,N, ,Y,1.8,2022
59038,GEN1,N, ,N, ,2022
59039,GEN 1,N, ,N, ,2022
59042,GEN 1,N, ,N, ,2022
59043,PV1,N, ,N, ,2022
59044,RRSF,N, ,N, ,2022
59046,PV1,N, ,Y,3.4,2022
59049,PS01,N, ,N, ,2022
59050,GEN 1,N, ,N, ,2022
59051,GEN 1,N, ,N, ,2022
59052,GEN 1,N, ,N, ,2022
59055,PV1,N, ,Y,2.4,2022
59057,GEN 1,N, ,N, ,2022
59058,GEN 1,N, ,N, ,2022
59059,GEN 1,N, ,N, ,2022
59060,WWPV,Y,1.5,N, ,2022
59075,BRE1,N, ,N, ,2022
59077,CHA,N, ,N, ,2022
59078,HAR1,N, ,N, ,2022
59079,KAT1,N, ,N, ,2022
59080,NUN1,N, ,N, ,2022
59081,HAR1,N, ,N, ,2022
59082,DEN1,N, ,N, ,2022
59085,INV-1,N, ,N, ,2022
59086,GEN1,N, ,N, ,2022
59087,GEN 1,N, ,N, ,2022
59088,GEN 1,N, ,N, ,2022
59090,GEN1,N, ,Y,2.6,2022
59094,GEN 1,Y,1.7,N, ,2022
59095,GEN 1,Y,1.1,N, ,2022
59096,GEN1,Y,1.1,N, ,2022
59097,PV1,Y,13.1,N, ,2022
59098,PV1,Y,1.1,N, ,2022
59099,PV1,Y,1.1,N, ,2022
59100,1,N, ,N, ,2022
59102,1,N, ,N, ,2022
59103,1,N, ,N, ,2022
59105,1,N, ,N, ,2022
59106,1,N, ,N, ,2022
59107,1,N, ,N, ,2022
59109,1,N, ,N, ,2022
59110,1,N, ,N, ,2022
59111,1,N, ,N, ,2022
59112,1,N, ,N, ,2022
59113,1,N, ,N, ,2022
59114,1,N, ,N, ,2022
59115,1,N, ,N, ,2022
59117,PV1,N, ,N, ,2022
59119,PV1,N, ,N, ,2022
59120,PV1,N, ,N, ,2022
59121,57449,N, ,Y,2,2022
59122,ECA11,N, ,N, ,2022
59123,1,N, ,N, ,2022
59124,1,N, ,N, ,2022
59125,1,N, ,N, ,2022
59126,1,N, ,N, ,2022
59127,1,N, ,N, ,2022
59128,57449,N, ,Y,3.2,2022
59129,57449,Y,1.1,N, ,2022
59130,57449,Y,1.4,N, ,2022
59131,57449,N, ,Y,1.3,2022
59132,57449,Y,1.1,N, ,2022
59133,57449,Y,1.1,N, ,2022
59134,57449,N, ,Y,1.9,2022
59135,57449,N, ,Y,2.6,2022
59136,57449,N, ,Y,1.3,2022
59137,57449,N, ,Y,5.6,2022
59138,57449,Y,1.1,N, ,2022
59139,57449,Y,1.1,N, ,2022
59140,INV-1,N, ,N, ,2022
59144,15755,N, ,N, ,2022
59146,PV1,N, ,N, ,2022
59148,GREEN,N, ,N, ,2022
59149,SIMON,N, ,N, ,2022
59150,PV1,N, ,N, ,2022
59152,THOR1,N, ,N, ,2022
59153,WAT1,N, ,N, ,2022
59154,BRAD1,N, ,N, ,2022
59155,SHAW1,N, ,N, ,2022
59156,CTR1,N, ,N, ,2022
59157,PEC1,N, ,N, ,2022
59158,LNG1,N, ,N, ,2022
59162,MSC 1,N, ,N, ,2022
59163,HSC 1,N, ,N, ,2022
59164,NSC 1,N, ,N, ,2022
59166,BRIDG,Y,1.2,N, ,2022
59167,LS1,N, ,N, ,2022
59168,AS,N, ,N, ,2022
59169,LS2,N, ,N, ,2022
59170,5MWPV,N, ,N, ,2022
59171,5MWPV,N, ,N, ,2022
59172,PV1,N, ,N, ,2022
59173,5MWPV,N, ,N, ,2022
59174,5MWPV,N, ,N, ,2022
59175,5MWPV,N, ,N, ,2022
59176,5MWPV,N, ,N, ,2022
59177,5MWPV,N, ,N, ,2022
59178,KRS04,N, ,Y,3,2022
59179,KRS05,N, ,Y,4,2022
59180,PV1,N, ,N, ,2022
59182,10-94,N, ,N, ,2022
59183,PV1,N, ,N, ,2022
59184,PV1,N, ,N, ,2022
59185,PV1,N, ,N, ,2022
59186,PV1,N, ,N, ,2022
59188,PV1,N, ,N, ,2022
59189,1,N, ,N, ,2022
59190,1,N, ,N, ,2022
59191,1,N, ,N, ,2022
59192,1,N, ,N, ,2022
59198,STER3,N, ,N, ,2022
59199,MESA1,N, ,N, ,2022
59203,PV1,N, ,N, ,2022
59203,PV2,N, ,N, ,2022
59203,PV3,N, ,N, ,2022
59204,OCIA3,N, ,N, ,2022
59205,OCIA5,N, ,N, ,2022
59206,OCIA6,N, ,N, ,2022
59207,OCIA7,N, ,N, ,2022
59213,PV1,N, ,N, ,2022
59217,PV1,N, ,N, ,2022
59219,PV1,N, ,N, ,2022
59219,PV2,N, ,N, ,2022
59237,CPII,N, ,N, ,2022
59239,ESS01,N, ,N, ,2022
59241,BROCK,N, ,Y,3,2022
59242,BVRLY,N, ,Y,2,2022
59248,CCMUA,N, ,N, ,2022
59249,PV1,N, ,N, ,2022
59250,PV1,N, ,N, ,2022
59251,PV1,N, ,N, ,2022
59253,PV1,N, ,N, ,2022
59262,LLRC,N, ,N, ,2022
59265,PV8,N, ,N, ,2022
59267,PV9,N, ,N, ,2022
59268,PV10,N, ,N, ,2022
59269,VMLB2,N, ,N, ,2022
59270,VMLC2,N, ,N, ,2022
59271,VMLD2,N, ,N, ,2022
59272,VMLE2,N, ,N, ,2022
59273,PALME,N, ,N, ,2022
59274,SUTTG,N, ,N, ,2022
59275,STERG,N, ,N, ,2022
59276,LEAVG,N, ,N, ,2022
59277,MED1,Y,1.5,N, ,2022
59278,REEV1,N, ,N, ,2022
59283,W4236,Y,1.2,N, ,2022
59296,NWO-S,N, ,N, ,2022
59297,CARRI,Y,1.8,N, ,2022
59300,HAN1,N, ,N, ,2022
59300,HAN2,N, ,N, ,2022
59308,BEAC5,N, ,N, ,2022
59309,BEAC2,N, ,N, ,2022
59315,BEAC1,N, ,N, ,2022
59316,BEAC3,N, ,N, ,2022
59317,BEAC4,N, ,N, ,2022
59318,NRUN1,N, ,N, ,2022
59319,ROCK1,N, ,N, ,2022
59322,GEN1,N, ,N, ,2022
59323,SMUPV,N, ,N, ,2022
59324,MCCO1,N, ,N, ,2022
59327,GEN1,N, ,N, ,2022
59333,FAIS1,N, ,N, ,2022
59334,INV-1,N, ,N, ,2022
59337,HHS1,N, ,N, ,2022
59339,SSC13,N, ,N, ,2022
59358,MA2,N, ,N, ,2022
59359,10400,N, ,N, ,2022
59360,11113,N, ,N, ,2022
59361,PV1,N, ,Y,1.4,2022
59362,PV1,N, ,Y,1.4,2022
59363,PV1,N, ,Y,1.4,2022
59364,PV1,N, ,N, ,2022
59365,PV1,N, ,N, ,2022
59366,PV1,N, ,Y,8.5,2022
59367,PV1,N, ,Y,1.1,2022
59368,PV1,N, ,Y,2.1,2022
59370,PV1,N, ,Y,1.8,2022
59371,PV1,N, ,Y,1.9,2022
59374,OMSLR,N, ,N, ,2022
59375,ROSE1,N, ,N, ,2022
59376,DUNN1,N, ,N, ,2022
59377,CARY1,N, ,N, ,2022
59380,WLD1,N, ,N, ,2022
59386,ENTS1,N, ,N, ,2022
59387,ESCS1,N, ,N, ,2022
59388,ESCS2,N, ,N, ,2022
59389,ESCS3,N, ,N, ,2022
59390,TNE1,N, ,Y,5,2022
59393,ESNM1,N, ,N, ,2022
59394,KRS03,N, ,N, ,2022
59395,SC500,Y,1.2,N, ,2022
59395,SOLAR,N, ,N, ,2022
59396,SHF01,N, ,N, ,2022
59404,1,N, ,N, ,2022
59405,PV11,N, ,N, ,2022
59406,SYS1,N, ,N, ,2022
59407,NEW1,N, ,N, ,2022
59408,1,N, ,N, ,2022
59409,SNL17,N, ,N, ,2022
59410,SNL19,N, ,N, ,2022
59411,SNL18,N, ,N, ,2022
59412,SKI20,N, ,N, ,2022
59413,C2CA,N, ,N, ,2022
59414,AWCA,N, ,N, ,2022
59416,PV1,N, ,N, ,2022
59421,11111,N, ,N, ,2022
59422,10401,N, ,N, ,2022
59423,10402,N, ,N, ,2022
59424,IND2A,Y,9.7,N, ,2022
59426,GKS1,N, ,N, ,2022
59427,TMS1,N, ,N, ,2022
59429,DOWN1,N, ,N, ,2022
59430,MB-1,N, ,N, ,2022
59431,SSG1,N, ,N, ,2022
59432,DUK87,N, ,N, ,2022
59433,DUK98,N, ,N, ,2022
59434,DU129,N, ,N, ,2022
59440,SAS,N, ,N, ,2022
59441,SAS,N, ,N, ,2022
59443,WAS1,N, ,N, ,2022
59444,PV1,N, ,N, ,2022
59445,PV1,N, ,N, ,2022
59446,CRANB,N, ,N, ,2022
59449,DCSP1,N, ,N, ,2022
59450,DPSP1,N, ,N, ,2022
59451,PV2,N, ,N, ,2022
59454,VALEN,Y,12.7,N, ,2022
59455,TECHP,Y,6.6,N, ,2022
59459,5088,N, ,N, ,2022
59462,DIA4,Y,2,N, ,2022
59463,1,Y,2,N, ,2022
59464,2,Y,3.5,N, ,2022
59465,1,Y,1.7,N, ,2022
59466,3,Y,2.3,N, ,2022
59468,HUBB,N, ,Y,2.5,2022
59469,ALAMO,N, ,N, ,2022
59470,CSR1,N, ,N, ,2022
59472,NVC7,N, ,N, ,2022
59473,AC2PV,Y,2,N, ,2022
59474,DCPV3,N, ,N, ,2022
59476,VT001,N, ,N, ,2022
59477,CSF1,N, ,N, ,2022
59478,SRICH,N, ,N, ,2022
59479,SFRAN,N, ,N, ,2022
59480,SRENS,N, ,N, ,2022
59481,SPERU,N, ,N, ,2022
59482,STELL,N, ,N, ,2022
59483,SCRAW,N, ,N, ,2022
59484,PV1,Y,2.9,N, ,2022
59485,PV2,N, ,Y,1.1,2022
59486,LANIE,N, ,N, ,2022
59487,HIGHW,N, ,N, ,2022
59488,BEARF,N, ,N, ,2022
59489,AWS1,Y,2.1,N, ,2022
59495,GRE01,N, ,N, ,2022
59497,PV1,N, ,N, ,2022
59498,PV1,N, ,N, ,2022
59499,PV1,N, ,N, ,2022
59500,SARAH,N, ,N, ,2022
59501,NITRO,N, ,N, ,2022
59502,PV1,N, ,N, ,2022
59503,PV1,N, ,N, ,2022
59504,PV1,N, ,N, ,2022
59505,PV1,N, ,N, ,2022
59506,PV1,N, ,N, ,2022
59507,PV1,N, ,N, ,2022
59508,PV1,N, ,N, ,2022
59509,PV1,N, ,N, ,2022
59510,PV1,N, ,N, ,2022
59511,PV1,N, ,N, ,2022
59512,PV1,N, ,N, ,2022
59513,MEAD1,N, ,N, ,2022
59514,FLAT1,N, ,N, ,2022
59515,BENT1,N, ,N, ,2022
59516,AMLEG,N, ,N, ,2022
59517,BAKE1,N, ,N, ,2022
59518,GRAND,N, ,N, ,2022
59519,OLDC,N, ,N, ,2022
59520,MANN,N, ,N, ,2022
59521,LTLRV,N, ,N, ,2022
59522,FRGSP,N, ,N, ,2022
59523,FRFSP,N, ,N, ,2022
59524,FRBSP,N, ,N, ,2022
59525,FRWSP,N, ,N, ,2022
59526,WHIT1,N, ,N, ,2022
59527,KELF1,N, ,N, ,2022
59528,OASIS,N, ,N, ,2022
59530,PASQ1,N, ,N, ,2022
59531,BRDN,N, ,N, ,2022
59532,SB1,N, ,N, ,2022
59533,PRCTN,N, ,N, ,2022
59534,4OAKS,N, ,N, ,2022
59535,HAZLE,N, ,N, ,2022
59536,AWI,N, ,N, ,2022
59537,AW2,N, ,N, ,2022
