Plant Code,Generator ID,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW),time
58389,SS22,N, ,N, ,2020
58389,SS23,N, ,N, ,2020
58389,SS24,N, ,N, ,2020
58389,SS25,N, ,N, ,2020
58391,1,N, ,Y,5,2020
58398,1,N, ,N, ,2020
58401,1,N, ,N, ,2020
58402,1,N, ,N, ,2020
58403,SO032,Y,3.8,N, ,2020
58408,MSH1,N, ,N, ,2020
58410,SO032,Y,4,N, ,2020
58411,SO023,Y,2.3,N, ,2020
58412,SO026,Y,1.2,N, ,2020
58417,CP1,N, ,N, ,2020
58418,1,N, ,N, ,2020
58419,1,N, ,N, ,2020
58422,B2PV,Y,0.5,N, ,2020
58422,E6PV,Y,0.2,N, ,2020
58423,SO022,Y,2.4,N, ,2020
58430,CSE1,N, ,N, ,2020
58430,CSE2,N, ,N, ,2020
58430,CSE3,N, ,N, ,2020
58430,CSE4,N, ,N, ,2020
58430,CSE5,N, ,N, ,2020
58430,CSE6,N, ,N, ,2020
58431,SNVA,N, ,N, ,2020
58443,GEN1,Y,1.1,N, ,2020
58445,1,N, ,N, ,2020
58445,2,N, ,N, ,2020
58446,1,N, ,N, ,2020
58447,1,N, ,N, ,2020
58447,2,N, ,N, ,2020
58447,3,N, ,N, ,2020
58448,1,N, ,N, ,2020
58449,1,N, ,N, ,2020
58449,2,N, ,N, ,2020
58449,3,N, ,N, ,2020
58450,1,N, ,N, ,2020
58451,1,N, ,N, ,2020
58452,1,N, ,N, ,2020
58453,1,N, ,N, ,2020
58454,1,N, ,N, ,2020
58454,2,N, ,N, ,2020
58462,1,N, ,N, ,2020
58462,BLK2,N, ,N, ,2020
58462,BLK3,N, ,N, ,2020
58462,BLK4,N, ,N, ,2020
58462,BLK5,N, ,N, ,2020
58462,BLK6,N, ,N, ,2020
58462,BLK7,N, ,N, ,2020
58462,BLK8,N, ,N, ,2020
58463,1,N, ,N, ,2020
58467,CVS1,N, ,N, ,2020
58473,BHSF,N, ,N, ,2020
58477,1,N, ,N, ,2020
58479,NMP2,Y,2.5,N, ,2020
58480,1,N, ,N, ,2020
58481,CSU1,N, ,N, ,2020
58482,1,N, ,N, ,2020
58483,UNIT1,N, ,N, ,2020
58485,PV1,N, ,N, ,2020
58486,1,N, ,N, ,2020
58487,1,N, ,N, ,2020
58488,1,N, ,N, ,2020
58489,1,N, ,N, ,2020
58490,1,N, ,N, ,2020
58491,SANDY,N, ,N, ,2020
58492,ARARR,N, ,N, ,2020
58493,PRO1,N, ,N, ,2020
58494,PROG2,N, ,N, ,2020
58495,PROG3,N, ,N, ,2020
58496,PV2,N, ,N, ,2020
58498,RONE,Y,26.2,N, ,2020
58499,RTWO,Y,20.9,N, ,2020
58500,RIO,Y,5,N, ,2020
58501,GILL1,N, ,N, ,2020
58502,COL3,Y,11.1,N, ,2020
58504,LVSF,N, ,N, ,2020
58505,LVSC,N, ,N, ,2020
58506,0937,N, ,N, ,2020
58508,PV3,N, ,N, ,2020
58509,PV4,N, ,N, ,2020
58510,PV5,N, ,N, ,2020
58512,PV1,N, ,N, ,2020
58513,0937,N, ,N, ,2020
58514,DHCA,N, ,N, ,2020
58515,GEN1,N, ,N, ,2020
58515,GEN2,N, ,N, ,2020
58515,GEN3,N, ,N, ,2020
58516,PV1,Y,2,N, ,2020
58517,PV1,Y,1.8,N, ,2020
58519,1,N, ,N, ,2020
58520,OTE1,N, ,N, ,2020
58521,MAN1,N, ,N, ,2020
58522,1,Y,1.1,N, ,2020
58524,1,N, ,N, ,2020
58525,1,N, ,N, ,2020
58527,1,Y,1,N, ,2020
58528,WDT44,N, ,N, ,2020
58529,P11A,N, ,N, ,2020
58529,P11B,N, ,N, ,2020
58531,P22A,N, ,N, ,2020
58531,P22B,N, ,N, ,2020
58534,1,N, ,Y,4.5,2020
58535,1,N, ,N, ,2020
58536,1,N, ,N, ,2020
58537,1,N, ,N, ,2020
58538,3,N, ,N, ,2020
58539,1,Y,7.6,N, ,2020
58540,PV-1,Y,1,N, ,2020
58541,1,N, ,N, ,2020
58542,DSL12,N, ,N, ,2020
58542,DSL13,N, ,N, ,2020
58542,DSL14,N, ,N, ,2020
58542,DSL15,N, ,N, ,2020
58542,DSL16,N, ,N, ,2020
58542,DSL17,N, ,N, ,2020
58542,DSL18,N, ,N, ,2020
58542,DSL19,N, ,N, ,2020
58542,DSL20,N, ,N, ,2020
58543,1,N, ,N, ,2020
58544,1,N, ,N, ,2020
58545,1,N, ,N, ,2020
58547,1,N, ,Y,1.1,2020
58549,1,N, ,N, ,2020
58550,PV1,Y,2.3,N, ,2020
58552,1,N, ,N, ,2020
58553,1,N, ,N, ,2020
58554,1,N, ,N, ,2020
58556,1,N, ,N, ,2020
58561,MSMA,N, ,N, ,2020
58564,F3NJ,N, ,N, ,2020
58568,PV-3,N, ,N, ,2020
58569,1,N, ,N, ,2020
58572,1,N, ,N, ,2020
58572,2,N, ,N, ,2020
58576,NMP1,Y,2.8,N, ,2020
58578,SON1,N, ,N, ,2020
58581,1,Y,1.3,N, ,2020
58582,1,Y,2,N, ,2020
58583,FSS1,N, ,N, ,2020
58584,PV1,Y,4.5,N, ,2020
58585,SOLR,Y,1,N, ,2020
58586,1,N, ,Y,2.4,2020
58588,SCHS,Y,1.2,N, ,2020
58589,RRHS,Y,1.2,N, ,2020
58590,1,N, ,N, ,2020
58592,ALHM,N, ,N, ,2020
58592,ARK,N, ,N, ,2020
58592,SONR,N, ,N, ,2020
58598,BSP1,N, ,N, ,2020
58599,CVSP1,N, ,N, ,2020
58600,BSP1,N, ,N, ,2020
58601,MFSP1,N, ,N, ,2020
58602,LSP1,N, ,N, ,2020
58603,GVSP1,N, ,N, ,2020
58604,GPSP1,N, ,N, ,2020
58605,PV1,N, ,N, ,2020
58609,ISP1,N, ,N, ,2020
58610,NSP1,N, ,N, ,2020
58611,1,N, ,N, ,2020
58612,1,N, ,N, ,2020
58615,IMS,N, ,N, ,2020
58616,WSF1,N, ,N, ,2020
58618,1,N, ,N, ,2020
58621,ECPV,N, ,N, ,2020
58623,PV1,N, ,N, ,2020
58624,BER1,N, ,N, ,2020
58625,SRPV2,Y,1.1,N, ,2020
58625,SRPV3,Y,0.6,N, ,2020
58626,WABSA,N, ,N, ,2020
58627,WADR,N, ,N, ,2020
58628,SRSSF,N, ,N, ,2020
58631,1,Y,2.4,N, ,2020
58632,1,Y,3.3,N, ,2020
58633,1,Y,1.1,N, ,2020
58634,1,Y,1.1,N, ,2020
58636,1,Y,1.1,N, ,2020
58639,ANAPV,N, ,N, ,2020
58640,KOLPV,N, ,N, ,2020
58642,1,N, ,N, ,2020
58642,2,N, ,N, ,2020
58643,1,N, ,N, ,2020
58644,BLK1,N, ,N, ,2020
58644,BLK2,N, ,N, ,2020
58644,BLK3,N, ,N, ,2020
58644,BLK4,N, ,N, ,2020
58644,BLK5,N, ,N, ,2020
58644,BLK6,N, ,N, ,2020
58644,BLK7,N, ,N, ,2020
58644,BLK8,N, ,N, ,2020
58646,STL,N, ,N, ,2020
58646,STL2,N, ,N, ,2020
58646,STL3,N, ,N, ,2020
58646,STL4,N, ,N, ,2020
58646,STL5,N, ,N, ,2020
58646,STL6,N, ,N, ,2020
58646,STL7,N, ,N, ,2020
58647,1,N, ,Y,1.3,2020
58649,1,N, ,N, ,2020
58650,PV1,N, ,N, ,2020
58651,KREP,N, ,N, ,2020
58653,1,N, ,N, ,2020
58654,1,N, ,N, ,2020
58655,INV-1,N, ,N, ,2020
58655,INV-2,N, ,N, ,2020
58655,INV-3,N, ,N, ,2020
58655,INV-4,N, ,N, ,2020
58655,INV-5,N, ,N, ,2020
58655,INV-6,N, ,N, ,2020
58655,INV-7,N, ,N, ,2020
58655,INV-8,N, ,N, ,2020
58655,INV-9,N, ,N, ,2020
58655,INV10,N, ,N, ,2020
58656,INV-1,N, ,N, ,2020
58656,INV-2,N, ,N, ,2020
58656,INV-3,N, ,N, ,2020
58659,PK-1,N, ,N, ,2020
58660,1,N, ,N, ,2020
58662,3501,N, ,N, ,2020
58665,CSP1,N, ,N, ,2020
58667,BISCO,N, ,N, ,2020
58668,ROCKW,N, ,N, ,2020
58669,SELMA,N, ,N, ,2020
58670,TURKY,N, ,N, ,2020
58673,GATES,N, ,N, ,2020
58674,CIRRU,N, ,N, ,2020
58675,CHOCO,N, ,N, ,2020
58676,PCPPV,N, ,N, ,2020
58680,PV1,Y,3.5,N, ,2020
58682,PV1,Y,7.4,N, ,2020
58684,KSEPV,N, ,N, ,2020
58689,1,N, ,N, ,2020
58698,D960,Y,1.1,N, ,2020
58698,D9611,N, ,N, ,2020
58698,D9612,N, ,N, ,2020
58700,CS300,N, ,N, ,2020
58701,PV2,N, ,N, ,2020
58702,1,N, ,N, ,2020
58703,1,N, ,N, ,2020
58708,PAEEL,N, ,N, ,2020
58709,PARCC,N, ,N, ,2020
58710,BRLA,N, ,N, ,2020
58711,BLKW,N, ,N, ,2020
58711,LTHL,N, ,N, ,2020
58713,NSTR,N, ,N, ,2020
58716,1,N, ,N, ,2020
58717,1,N, ,N, ,2020
58718,PV1,N, ,N, ,2020
58721,ORION,N, ,N, ,2020
58722,PV1,N, ,N, ,2020
58725,PV1,N, ,N, ,2020
58726,PV1,N, ,N, ,2020
58730,PV1,N, ,N, ,2020
58731,PV1,N, ,N, ,2020
58732,PV1,N, ,N, ,2020
58735,PV1,N, ,N, ,2020
58739,PV1,N, ,N, ,2020
58740,PV1,N, ,N, ,2020
58741,NICK,N, ,N, ,2020
58742,PV1,N, ,N, ,2020
58745,PV1,N, ,N, ,2020
58746,PV1,N, ,N, ,2020
58748,NBWT,Y,1.1,N, ,2020
58749,TSMA,N, ,Y,1.4,2020
58750,LDFRB,N, ,N, ,2020
58751,RSC2,N, ,N, ,2020
58752,RSD2,N, ,N, ,2020
58753,SSA2,N, ,N, ,2020
58754,SSB2,N, ,N, ,2020
58755,SSC2,N, ,N, ,2020
58756,SSD2,N, ,N, ,2020
58757,UE2,N, ,N, ,2020
58757,UF2,N, ,N, ,2020
58757,UG2,N, ,N, ,2020
58757,UH2,N, ,N, ,2020
58761,EXSA,N, ,N, ,2020
58762,EXSB,N, ,N, ,2020
58763,EXSC2,N, ,N, ,2020
58770,1,N, ,N, ,2020
58782,PV1,N, ,N, ,2020
58785,BRT1,N, ,N, ,2020
58786,DRP1,N, ,N, ,2020
58787,DNN1,N, ,N, ,2020
58788,NRT1,N, ,N, ,2020
58789,RVH1,N, ,N, ,2020
58790,CLN1,N, ,N, ,2020
58790,CLN2,N, ,N, ,2020
58791,PV1,N, ,N, ,2020
58792,PV1,N, ,N, ,2020
58793,UCIV,Y,12.3,N, ,2020
58794,MSMPV,N, ,N, ,2020
58795,HS,N, ,N, ,2020
58796,WS,N, ,N, ,2020
58797,VS,N, ,N, ,2020
58798,ACCCC,Y,1.5,N, ,2020
58799,1,N, ,N, ,2020
58801,INV1,N, ,N, ,2020
58801,INV2,N, ,N, ,2020
58801,INV3,N, ,N, ,2020
58801,INV4,N, ,N, ,2020
58802,INV1,N, ,N, ,2020
58802,INV2,N, ,N, ,2020
58802,INV3,N, ,N, ,2020
58802,INV4,N, ,N, ,2020
58803,INV1,N, ,N, ,2020
58805,INV1,N, ,N, ,2020
58805,INV10,N, ,N, ,2020
58805,INV2,N, ,N, ,2020
58805,INV3,N, ,N, ,2020
58805,INV4,N, ,N, ,2020
58805,INV5,N, ,N, ,2020
58805,INV6,N, ,N, ,2020
58805,INV7,N, ,N, ,2020
58805,INV8,N, ,N, ,2020
58805,INV9,N, ,N, ,2020
58806,ASC1,N, ,N, ,2020
58807,BSC1,N, ,N, ,2020
58808,FSC1,N, ,N, ,2020
58809,LSC1,N, ,N, ,2020
58810,RHSC1,N, ,N, ,2020
58812,USC1,N, ,N, ,2020
58814,GENA,N, ,N, ,2020
58814,GENB,N, ,N, ,2020
58822,U1BB,N, ,N, ,2020
58822,U2DB,N, ,N, ,2020
58824,I402,N, ,N, ,2020
58828,PV1,N, ,N, ,2020
58829,PV1,N, ,N, ,2020
58831,PV-1,N, ,N, ,2020
58832,CTEP,Y,1,N, ,2020
58833,RH2S,N, ,N, ,2020
58839,INV1,N, ,Y,0.5,2020
58839,INV2,N, ,Y,0.4,2020
58839,INV3,N, ,Y,0.5,2020
58840,INV1,N, ,N, ,2020
58840,INV2,N, ,N, ,2020
58840,INV3,N, ,N, ,2020
58840,INV4,N, ,N, ,2020
58840,INV5,N, ,N, ,2020
58840,INV6,N, ,N, ,2020
58840,INV7,N, ,N, ,2020
58840,INV8,N, ,N, ,2020
58840,INV9,N, ,N, ,2020
58842,1,N, ,N, ,2020
58843,1,N, ,N, ,2020
58844,1,N, ,N, ,2020
58845,1,N, ,N, ,2020
58846,1,N, ,N, ,2020
58847,1,N, ,N, ,2020
58848,1,N, ,N, ,2020
58849,1,N, ,N, ,2020
58851,1,N, ,N, ,2020
58853,1,N, ,N, ,2020
58854,1,N, ,N, ,2020
58855,1,N, ,N, ,2020
58856,1,N, ,N, ,2020
58859,1,N, ,N, ,2020
58861,1,N, ,N, ,2020
58862,1,N, ,N, ,2020
58863,1,N, ,N, ,2020
58864,1,N, ,N, ,2020
58866,1,N, ,N, ,2020
58867,1,N, ,N, ,2020
58868,1,N, ,N, ,2020
58871,1,N, ,N, ,2020
58874,DF1,N, ,N, ,2020
58876,PV,N, ,N, ,2020
58877,KINS,N, ,N, ,2020
58879,DF,N, ,N, ,2020
58880,NCIII,N, ,N, ,2020
58881,PV01,Y,3.4,N, ,2020
58882,PV01,Y,8.3,N, ,2020
58889,ASTI,N, ,N, ,2020
58890,BERI,N, ,N, ,2020
58892,CMLA,N, ,N, ,2020
58893,CAMP,N, ,N, ,2020
58896,PV01,Y,1,N, ,2020
58899,GEN-1,N, ,N, ,2020
58906,VC1,N, ,N, ,2020
58907,VC2,N, ,N, ,2020
58909,RAM1,N, ,N, ,2020
58911,RAM2,N, ,N, ,2020
58912,1,N, ,N, ,2020
58913,1,N, ,N, ,2020
58915,1,N, ,N, ,2020
58915,10,N, ,N, ,2020
58915,2,N, ,N, ,2020
58915,3,N, ,N, ,2020
58915,4,N, ,N, ,2020
58915,5,N, ,N, ,2020
58915,6,N, ,N, ,2020
58915,7,N, ,N, ,2020
58915,8,N, ,N, ,2020
58915,9,N, ,N, ,2020
58917,MMIR,N, ,N, ,2020
58918,2081,N, ,N, ,2020
58919,2127,N, ,N, ,2020
58920,2097,N, ,N, ,2020
58934,ASH-R,N, ,N, ,2020
58934,ASH10,N, ,N, ,2020
58935,PV,N, ,N, ,2020
58936,WLPL1,Y,2.4,N, ,2020
58937,GRDN1,Y,2.5,N, ,2020
58942,RVSI,N, ,N, ,2020
58943,1,N, ,N, ,2020
58949,TBD,N, ,N, ,2020
58951,DRLS,N, ,N, ,2020
58952,DESS,N, ,N, ,2020
58953,RVSII,N, ,N, ,2020
58954,PV,Y,1.2,N, ,2020
58955,BEAR,N, ,N, ,2020
58956,SHAN,N, ,N, ,2020
58957,GRAH,N, ,N, ,2020
58959,BSF1,N, ,N, ,2020
58961,PV,Y,2,N, ,2020
58963,PV,Y,1.1,N, ,2020
58964,PV1,N, ,N, ,2020
58972,FHUA2,N, ,N, ,2020
58972,FHUAC,N, ,N, ,2020
58973,W2CA,N, ,N, ,2020
58974,PV1,N, ,Y,2.3,2020
58975,PV1,N, ,N, ,2020
58983,1,N, ,N, ,2020
58984,1,N, ,N, ,2020
58985,1,N, ,N, ,2020
58986,1,N, ,N, ,2020
58990,1,N, ,N, ,2020
58991,1,N, ,N, ,2020
59001,PARK,N, ,N, ,2020
59008,PV1,N, ,N, ,2020
59009,PV1,N, ,N, ,2020
59010,MSS1,N, ,N, ,2020
59013,SCT,N, ,N, ,2020
59014,BLT,N, ,N, ,2020
59015,STW,N, ,N, ,2020
59017,GEN 1,N, ,N, ,2020
59018,1,N, ,N, ,2020
59019,1,N, ,N, ,2020
59020,PV1,N, ,N, ,2020
59026,SOLAR,N, ,N, ,2020
59028,0028,N, ,Y,1.8,2020
59029,0040,N, ,Y,2.6,2020
59030,0036,N, ,N, ,2020
59031,0027,N, ,Y,1.8,2020
59032,0031,N, ,N, ,2020
59033,0024,N, ,Y,1.8,2020
59038,GEN1,N, ,N, ,2020
59039,GEN 1,N, ,N, ,2020
59042,GEN 1,N, ,N, ,2020
59043,PV1,N, ,N, ,2020
59044,RRSF,N, ,N, ,2020
59046,PV1,N, ,Y,3.4,2020
59049,PS01,N, ,N, ,2020
59050,GEN 1,N, ,N, ,2020
59051,GEN 1,N, ,N, ,2020
59052,GEN 1,N, ,N, ,2020
59055,PV1,N, ,Y,2.4,2020
59057,GEN 1,N, ,N, ,2020
59058,GEN 1,N, ,N, ,2020
59059,GEN 1,N, ,N, ,2020
59060,WWPV,Y,1.5,N, ,2020
59075,BRE1,N, ,N, ,2020
59077,CHA,N, ,N, ,2020
59078,HAR1,N, ,N, ,2020
59079,KAT1,N, ,N, ,2020
59080,NUN1,N, ,N, ,2020
59081,HAR1,N, ,N, ,2020
59082,DEN1,N, ,N, ,2020
59085,INV-1,N, ,N, ,2020
59086,GEN1,N, ,N, ,2020
59087,GEN 1,N, ,N, ,2020
59088,GEN 1,N, ,N, ,2020
59090,GEN1,N, ,Y,2.6,2020
59094,GEN 1,Y,1.7,N, ,2020
59095,GEN 1,Y,1.1,N, ,2020
59096,GEN1,Y,1.1,N, ,2020
59097,PV1,Y,13.1,N, ,2020
59098,PV1,Y,1.1,N, ,2020
59099,PV1,Y,1.1,N, ,2020
59100,1,N, ,N, ,2020
59102,1,N, ,N, ,2020
59103,1,N, ,N, ,2020
59105,1,N, ,N, ,2020
59106,1,N, ,N, ,2020
59107,1,N, ,N, ,2020
59109,1,N, ,N, ,2020
59110,1,N, ,N, ,2020
59111,1,N, ,N, ,2020
59112,1,N, ,N, ,2020
59113,1,N, ,N, ,2020
59114,1,N, ,N, ,2020
59115,1,N, ,N, ,2020
59117,PV1,N, ,N, ,2020
59119,PV1,N, ,N, ,2020
59120,PV1,N, ,N, ,2020
59121,57449,N, ,Y,2,2020
59122,ECA11,N, ,N, ,2020
59123,1,N, ,N, ,2020
59124,1,N, ,N, ,2020
59125,1,N, ,N, ,2020
59126,1,N, ,N, ,2020
59127,1,N, ,N, ,2020
59128,57449,N, ,Y,3.2,2020
59129,57449,Y,1.1,N, ,2020
59130,57449,Y,1.4,N, ,2020
59131,57449,N, ,Y,1.3,2020
59132,57449,Y,1.1,N, ,2020
59133,57449,Y,1.1,N, ,2020
59134,57449,N, ,Y,1.9,2020
59135,57449,N, ,Y,2.6,2020
59136,57449,N, ,Y,1.3,2020
59137,57449,N, ,Y,5.6,2020
59138,57449,Y,1.1,N, ,2020
59139,57449,Y,1.1,N, ,2020
59140,INV-1,N, ,N, ,2020
59144,15755,N, ,N, ,2020
59146,PV1,N, ,N, ,2020
59148,GREEN,N, ,N, ,2020
59149,SIMON,N, ,N, ,2020
59150,PV1,N, ,N, ,2020
59152,THOR1,N, ,N, ,2020
59153,WAT1,N, ,N, ,2020
59154,BRAD1,N, ,N, ,2020
59155,SHAW1,N, ,N, ,2020
59156,CTR1,N, ,N, ,2020
59157,PEC1,N, ,N, ,2020
59158,LNG1,N, ,N, ,2020
59162,MSC 1,N, ,N, ,2020
59163,HSC 1,N, ,N, ,2020
59164,NSC 1,N, ,N, ,2020
59166,BRIDG,Y,1.2,N, ,2020
59167,LS1,N, ,N, ,2020
59168,AS,N, ,N, ,2020
59169,LS2,N, ,N, ,2020
59170,5MWPV,N, ,N, ,2020
59171,5MWPV,N, ,N, ,2020
59172,PV1,N, ,N, ,2020
59173,5MWPV,N, ,N, ,2020
59174,5MWPV,N, ,N, ,2020
59175,5MWPV,N, ,N, ,2020
59176,5MWPV,N, ,N, ,2020
59177,5MWPV,N, ,N, ,2020
59178,KRS04,N, ,Y,3,2020
59179,KRS05,N, ,Y,4,2020
59180,PV1,N, ,N, ,2020
59182,10-94,N, ,N, ,2020
59183,PV1,N, ,N, ,2020
59184,PV1,N, ,N, ,2020
59185,PV1,N, ,N, ,2020
59186,PV1,N, ,N, ,2020
59188,PV1,N, ,N, ,2020
59189,1,N, ,N, ,2020
59190,1,N, ,N, ,2020
59191,1,N, ,N, ,2020
59192,1,N, ,N, ,2020
59198,STER3,N, ,N, ,2020
59199,MESA1,N, ,N, ,2020
59203,PV1,N, ,N, ,2020
59203,PV2,N, ,N, ,2020
59203,PV3,N, ,N, ,2020
59204,OCIA3,N, ,N, ,2020
59205,OCIA5,N, ,N, ,2020
59206,OCIA6,N, ,N, ,2020
59207,OCIA7,N, ,N, ,2020
59213,PV1,N, ,N, ,2020
59217,PV1,N, ,N, ,2020
59219,PV1,N, ,N, ,2020
59219,PV2,N, ,N, ,2020
59237,CPII,N, ,N, ,2020
59239,ESS01,N, ,N, ,2020
59241,BROCK,N, ,Y,3,2020
59242,BVRLY,N, ,Y,2,2020
59248,CCMUA,N, ,N, ,2020
59249,PV1,N, ,N, ,2020
59250,PV1,N, ,N, ,2020
59251,PV1,N, ,N, ,2020
59253,PV1,N, ,N, ,2020
59262,LLRC,N, ,N, ,2020
59265,PV8,N, ,N, ,2020
59267,PV9,N, ,N, ,2020
59268,PV10,N, ,N, ,2020
59269,VMLB2,N, ,N, ,2020
59270,VMLC2,N, ,N, ,2020
59271,VMLD2,N, ,N, ,2020
59272,VMLE2,N, ,N, ,2020
59273,PALME,N, ,N, ,2020
59274,SUTTG,N, ,N, ,2020
59275,STERG,N, ,N, ,2020
59276,LEAVG,N, ,N, ,2020
59277,MED1,N, ,N, ,2020
59278,REEV1,N, ,N, ,2020
59283,W4236,Y,1.2,N, ,2020
59297,CARRI,Y,1.8,N, ,2020
59300,HAN1,N, ,N, ,2020
59300,HAN2,N, ,N, ,2020
59308,BEAC5,N, ,N, ,2020
59309,BEAC2,N, ,N, ,2020
59315,BEAC1,N, ,N, ,2020
59316,BEAC3,N, ,N, ,2020
59317,BEAC4,N, ,N, ,2020
59318,NRUN1,N, ,N, ,2020
59319,ROCK1,N, ,N, ,2020
59322,GEN1,N, ,N, ,2020
59323,SMUPV,N, ,N, ,2020
59324,MCCO1,N, ,N, ,2020
59327,GEN1,N, ,N, ,2020
59333,FAIS1,N, ,N, ,2020
59334,INV-1,N, ,N, ,2020
59337,HHS1,N, ,N, ,2020
59339,SSC13,N, ,N, ,2020
59358,MA2,N, ,N, ,2020
59359,10400,N, ,N, ,2020
59360,11113,N, ,N, ,2020
59361,PV1,N, ,Y,1.4,2020
59362,PV1,N, ,Y,1.4,2020
59363,PV1,N, ,Y,1.4,2020
59364,PV1,N, ,N, ,2020
59365,PV1,N, ,N, ,2020
59366,PV1,N, ,Y,8.5,2020
59367,PV1,N, ,Y,1.1,2020
59368,PV1,N, ,Y,2.2,2020
59369,PV1,N, ,Y,1,2020
59370,PV1,N, ,Y,1.8,2020
59371,PV1,N, ,Y,1.9,2020
59374,OMSLR,N, ,N, ,2020
59375,ROSE1,N, ,N, ,2020
59376,DUNN1,N, ,N, ,2020
59377,CARY1,N, ,N, ,2020
59380,WLD1,N, ,N, ,2020
59386,ENTS1,N, ,N, ,2020
59387,ESCS1,N, ,N, ,2020
59388,ESCS2,N, ,N, ,2020
59389,ESCS3,N, ,N, ,2020
59390,TNE1,N, ,Y,5,2020
59393,ESNM1,N, ,N, ,2020
59394,KRS03,N, ,N, ,2020
59395,SC500,Y,1.2,N, ,2020
59396,SHF01,N, ,N, ,2020
59404,1,N, ,N, ,2020
59405,PV11,N, ,N, ,2020
59406,SYS1,N, ,N, ,2020
59407,NEW1,N, ,N, ,2020
59408,1,N, ,N, ,2020
59409,SNL17,N, ,N, ,2020
59410,SNL19,N, ,N, ,2020
59411,SNL18,N, ,N, ,2020
59412,SKI20,N, ,N, ,2020
59413,C2CA,N, ,N, ,2020
59414,AWCA,N, ,N, ,2020
59416,PV1,N, ,N, ,2020
59421,11111,N, ,N, ,2020
59422,10401,N, ,N, ,2020
59423,10402,N, ,N, ,2020
59424,IND2A,Y,9.7,N, ,2020
59426,GKS1,N, ,N, ,2020
59427,TMS1,N, ,N, ,2020
59429,DOWN1,N, ,N, ,2020
59430,MB-1,N, ,N, ,2020
59431,SSG1,N, ,N, ,2020
59432,DUK87,N, ,N, ,2020
59433,DUK98,N, ,N, ,2020
59434,DU129,N, ,N, ,2020
59440,SAS,N, ,N, ,2020
59441,SAS,N, ,N, ,2020
59443,WAS1,N, ,N, ,2020
59444,PV1,N, ,N, ,2020
59445,PV1,N, ,N, ,2020
59446,CRANB,N, ,N, ,2020
59449,DCSP1,N, ,N, ,2020
59450,DPSP1,N, ,N, ,2020
59451,PV2,N, ,N, ,2020
59454,VALEN,Y,12.7,N, ,2020
59455,TECHP,Y,6.6,N, ,2020
59459,5088,N, ,N, ,2020
59462,DIA4,Y,2,N, ,2020
59463,1,Y,2,N, ,2020
59464,2,Y,3.5,N, ,2020
59465,1,Y,1.7,N, ,2020
59466,3,Y,2.3,N, ,2020
59468,HUBB,N, ,Y,2.5,2020
59469,ALAMO,N, ,N, ,2020
59470,CSR1,N, ,N, ,2020
59472,NVC7,N, ,N, ,2020
59473,AC2PV,Y,2,N, ,2020
59474,DCPV3,N, ,N, ,2020
59476,VT001,N, ,N, ,2020
59477,CSF1,N, ,N, ,2020
59478,SRICH,N, ,N, ,2020
59479,SFRAN,N, ,N, ,2020
59480,SRENS,N, ,N, ,2020
59481,SPERU,N, ,N, ,2020
59482,STELL,N, ,N, ,2020
59483,SCRAW,N, ,N, ,2020
59484,PV1,Y,2.9,N, ,2020
59485,PV2,N, ,Y,1.9,2020
59486,LANIE,N, ,N, ,2020
59487,HIGHW,N, ,N, ,2020
59488,BEARF,N, ,N, ,2020
59489,AWS1,Y,2.1,N, ,2020
59495,GRE01,N, ,N, ,2020
59497,PV1,N, ,N, ,2020
59498,PV1,N, ,N, ,2020
59499,PV1,N, ,N, ,2020
59500,SARAH,N, ,N, ,2020
59501,NITRO,N, ,N, ,2020
59502,PV1,N, ,N, ,2020
59503,PV1,N, ,N, ,2020
59504,PV1,N, ,N, ,2020
59505,PV1,N, ,N, ,2020
59506,PV1,N, ,N, ,2020
59507,PV1,N, ,N, ,2020
59508,PV1,N, ,N, ,2020
59509,PV1,N, ,N, ,2020
59510,PV1,N, ,N, ,2020
59511,PV1,N, ,N, ,2020
59512,PV1,N, ,N, ,2020
59513,MEAD1,N, ,N, ,2020
59514,FLAT1,N, ,N, ,2020
59515,BENT1,N, ,N, ,2020
59516,AMLEG,N, ,N, ,2020
59517,BAKE1,N, ,N, ,2020
59518,GRAND,N, ,N, ,2020
59519,OLDC,N, ,N, ,2020
59520,MANN,N, ,N, ,2020
59521,LTLRV,N, ,N, ,2020
59522,FRGSP,N, ,N, ,2020
59523,FRFSP,N, ,N, ,2020
59524,FRBSP,N, ,N, ,2020
59525,FRWSP,N, ,N, ,2020
59526,WHIT1,N, ,N, ,2020
59527,KELF1,N, ,N, ,2020
59528,OASIS,N, ,N, ,2020
59530,PASQ1,N, ,N, ,2020
59531,BRDN,N, ,N, ,2020
59532,SB1,N, ,N, ,2020
59533,PRCTN,N, ,N, ,2020
59534,4OAKS,N, ,N, ,2020
59535,HAZLE,N, ,N, ,2020
59536,AWI,N, ,N, ,2020
59537,AW2,N, ,N, ,2020
59539,1,N, ,N, ,2020
59540,2,N, ,N, ,2020
59541,3,N, ,N, ,2020
59542,IS6,N, ,N, ,2020
59543,ACTON,N, ,Y,1.6,2020
59544,PV1,N, ,N, ,2020
59545,PV1,N, ,N, ,2020
59546,PV1,N, ,N, ,2020
59548,CRES1,N, ,N, ,2020
59549,EVER1,N, ,N, ,2020
